song,album,section,text
Stay Beautiful,Taylor Swift,[Verse 2],"Cory finds another way to be
The highlight of my day
I'm taking pictures in my mind
So I can save 'em for a rainy day
It's hard to make a conversation
When he's taking my breath away
I should say, ""Hey, by the way"""
Stay Beautiful,Taylor Swift,[Chorus],"You're beautiful, every little piece, love
Don't you know you're really gonna be someone?
Ask anyone
And when you find everything you looked for
I hope your life leads you back to my door
Oh, but if it don't
Stay beautiful"
Stay Beautiful,Taylor Swift,[Bridge],"If you and I are a story
That never gets told
If what you are is a daydream
I'll never get to hold, at least you'll know"
Stay Beautiful,Taylor Swift,[Chorus],"You're beautiful, every little piece, love
Don't you know you're really gonna be someone?
Ask anyone
And when you find everything you looked for
I hope your life leads you back to my front door
Oh, but if it don't
Will you stay beautiful, beautiful, beautiful?
Beautiful, beautiful, beautiful"
Stay Beautiful,Taylor Swift,[Outro],"La-la-la
Oh-oh-oh
Oh-oh-oh-oh
Oh, but if it don't
Stay beautiful, stay beautiful
Na-na-na, na-na"
Should've Said No,Taylor Swift,[Verse 1],"It's strange to think the songs we used to sing
The smiles, the flowers, everything is gone
Yesterday, I found out about you
Even now, just lookin' at you feels wrong"
Should've Said No,Taylor Swift,[Pre-Chorus],"You say that you'd take it all back
Given one chance
It was a moment of weakness
And you said yes"
Should've Said No,Taylor Swift,[Chorus],"You should've said no, you should've gone home
You should've thought twice 'fore you let it all go
You should've known that word
'Bout what you did with her'd get back to me (Get back to me)
And I should've been there in the back of your mind
I shouldn't be asking myself why
You shouldn't be begging for forgiveness at my feet
You should've said no
Baby, and you might still have me"
Should've Said No,Taylor Swift,[Verse 2],"You can see that I've been cryin'
And baby, you know all the right things to say
But do you honestly expect me to believe
We could ever be the same?"
Should've Said No,Taylor Swift,[Pre-Chorus],"You say that the past is the past
You need one chance
It was a moment of weakness
And you said yes"
Should've Said No,Taylor Swift,[Chorus],"You should've said no, you should've gone home
You should've thought twice 'fore you let it all go
You should've known that word
'Bout what you did with her'd get back to me (Get back to me)
And I should've been there in the back of your mind
I shouldn't be asking myself why
You shouldn't be begging for forgiveness at my feet
You should've said no
Baby, and you might still have me
Oh, oh"
Should've Said No,Taylor Swift,[Bridge],"I can't resist
Before you go, tell me this
Was it worth it?
Was she worth this?
No, no
No, no, no, no"
Should've Said No,Taylor Swift,[Chorus],"You should've said no, you should've gone home
You should've thought twice 'fore you let it all go
You should've known that word
'Bout what you did with her'd get back to me (Get back to me)
And I should've been there, in the back of your mind
I shouldn't be asking myself why
You shouldn't be begging for forgiveness at my feet
You should've said no
Baby, and you might still have me"
